member_id,full_name,email,phone_number,gender,join_date,membership_type,status,home_branch,birth_year
09cf4c3d,Aziz Louati,aziz.louati@gmail.com,97748460,M,2024-05-17,VIP,Active,Sfax Center,1973
20d75d0c,Jasser Sellami,jasser.sellami@gmail.com,92011753,M,2023-10-29,Monthly,Active,Sfax Center,1986
73dc753d,Ahmed Hammami,ahmed.hammami@gmail.com,91080479,M,2023-09-11,VIP,Active,Tunis Lake,1996
f4c3ae94,Zied Ferjani,zied.ferjani@gmail.com,17397730,M,2022-03-23,6-Month,Active,Sfax Center,1995
0623fc4b,Amira Ben Ali,amira.ben.ali@gmail.com,95794861,F,2023-06-11,Annual,Active,Bizerte Port,1975
d0706bc6,Rania Ayari,rania.ayari@gmail.com,91653230,F,2022-06-27,Annual,Active,Sousse Corniche,1987
b643137a,Malek Abidi,malek.abidi@gmail.com,63668980,M,2022-06-23,Monthly,Active,Sfax Center,1975
92664aa5,Ali Saidi,ali.saidi@gmail.com,30969181,M,2024-06-05,VIP,Active,Bizerte Port,1970
571e384d,Amira Amri,amira.amri@gmail.com,01375751,F,2023-01-16,6-Month,Active,Sousse Corniche,1999
7d00b5d4,Siwar Amri,siwar.amri@gmail.com,90378213,F,2024-01-01,Monthly,Active,Sousse Corniche,1986
c6965237,Nour Bouazizi,nour.bouazizigmail.com,70716127,F,2022-05-29,Student,Active,Bizerte Port,1972
b4351e11,Emna Bahri,,97994318,F,2022-01-23,VIP,Active,Sousse Corniche,2001
32b8e3aa,Karim Louati,karim.louati@gmail.com,93464640,M,2024-03-08,Student,Active,Sfax Center,1997
2c137ac1,Youssef Jaziri,youssef.jaziri@gmail.com,96743100,M,2024-11-03,VIP,Active,Tunis Lake,1991
80cd8a09,Khaled Saidi,khaled.saidi@gmail.com,97744286,M,2022-01-28,Student,Active,Nabeul Plage,2005
0b49957e,Ahmed Saidi,ahmed.saidi@gmail.com,36604471,M,2023-03-14,6-Month,Cancelled,Tunis Lake,1977
bf5d11ab,Salma Ayari,salma.ayari@gmail.com,97146090,F,2023-04-26,Monthly,Expired,Tunis Lake,1979
64b0e6f6,Aziz Mansouri,aziz.mansouri@gmail.com,75592634,M,2022-08-28,Student,Active,Nabeul Plage,1995
4a4e33b5,Skander Bouazizi,skander.bouazizi@gmail.com,92456343,M,2023-10-25,VIP,Cancelled,Sousse Corniche,1997
92a7724e,Khaled Gharbi,khaled.gharbi@gmail.com,90211267,M,2024-05-12,6-Month,Active,Sousse Corniche,1971
63cc86f1,Imen Ayari,imen.ayari@gmail.com,96896377,F,2022-06-22,Monthly,Active,Sfax Center,1999
a361c56f,Yassine Saidi,yassine.saidi@gmail.com,59495874,M,2024-03-13,6-Month,Expired,Nabeul Plage,2004
7f5ce621,Khaled Khelifi,khaled.khelifi@gmail.com,41800263,M,2023-06-11,Student,Expired,Nabeul Plage,1977
e7484cd2,Hedi Sellami,hedi.sellami@gmail.com,04085515,M,2023-09-27,VIP,Active,Nabeul Plage,1998
da76e1a5,Ines Mansouri,ines.mansouri@gmail.com,17549134,F,2023-01-20,Annual,Active,Sousse Corniche,1974
54551151,Skander Khelifi,skander.khelifi@gmail.com,05570428,M,2023-02-05,Monthly,Cancelled,Tunis Lake,1979
d0ecbb09,Karim Abidi,karim.abidi@gmail.com,96922917,M,2022-02-09,6-Month,Expired,Tunis Lake,1996
06f2a1f0,Fatma Saidi,fatma.saidi@gmail.com,93936955,F,2023-12-31,Student,Cancelled,Bizerte Port,1989
4d682358,Omar Ben Ali,omar.ben.ali@gmail.com,97068486,M,2023-07-23,VIP,Cancelled,Sousse Corniche,2004
c5b8c88d,Khaled Rezgui,khaled.rezgui@gmail.com,29289260,M,2023-11-22,6-Month,Active,Sousse Corniche,1972
5c6b9981,Skander Jaziri,skander.jaziri@gmail.com,95303279,M,2024-12-16,Annual,Active,Sfax Center,2001
79715a19,Mariem Amri,mariem.amri@gmail.com,92016864,F,2023-10-28,VIP,Cancelled,Bizerte Port,1978
545b041d,Rania Hammami,rania.hammami@gmail.com,72501899,F,2023-05-11,Student,Active,Bizerte Port,1995
f29942cc,Hela Sellami,hela.sellami@gmail.com,92184385,F,2024-05-24,VIP,Expired,Tunis Lake,1997
9b96783d,Hedi Mansouri,hedi.mansouri@gmail.com,98239003,M,2024-02-19,Annual,Cancelled,Sousse Corniche,1976
925c30f8,Bilel Mansouri,bilel.mansouri@gmail.com,90898648,M,2022-01-07,Annual,Cancelled,Nabeul Plage,2001
734d8060,Hela Dridi,hela.dridi@gmail.com,21268865,F,2023-11-24,VIP,Expired,Bizerte Port,1992
15ec6e47,Hedi Trabelsi,,95384393,M,2022-10-04,Student,Expired,Sfax Center,1977
07f825a3,Hedi Rezgui,hedi.rezgui@gmail.com,88609257,M,2023-03-06,Monthly,Active,Bizerte Port,1995
2ae031db,Omar Abidi,omar.abidi@gmail.com,24099015,M,2023-12-04,Monthly,Expired,Sousse Corniche,1999
16768807,Ines Bahri,ines.bahri@gmail.com,98628547,F,2023-09-15,6-Month,Active,Tunis Lake,1989
c5dd0f14,Imen Dridi,imen.dridi@gmail.com,06299466,F,2022-08-28,Monthly,Active,Nabeul Plage,1973
832128cd,Walid Dridi,walid.dridi@gmail.com,12681687,M,2024-12-07,MONTHLY,Active,Sfax Center,1985
9db7846d,Walid Jaziri,walid.jaziri@gmail.com,39167455,M,2023-06-04,ANNUAL,Expired,Bizerte Port,2005
cf2c6a84,Ali Amri,ali.amri@gmail.com,73269391,M,2024-02-14,Annual,Cancelled,Sfax Center,1976
52c779fb,Nour Khelifi,nour.khelifi@gmail.com,96318220,U,2023-10-03,VIP,Active,Tunis Lake,1987
290de067,Youssef Khelifi,youssef.khelifi@gmail.com,19448101,M,2023-01-24,Annual,Active,Bizerte Port,1978
92ad437f,Sarra Ben Ali,sarra.ben.ali@gmail.com,98388450,F,2023-06-12,Annual,Active,Bizerte Port,1978
f5f0c005,Rania Bouazizi,rania.bouazizi@gmail.com,25072939,F,2023-10-08,VIP,Active,Nabeul Plage,1997
3522444d,Sami Rezgui,sami.rezgui@gmail.com,92586886,M,2022-05-28,VIP,Active,Sousse Corniche,2000
709c0293,Mohamed Ayari,mohamed.ayari@gmail.com,03887420,M,2024-06-27,Monthly,Active,Tunis Lake,1992
846a8271,Mohamed Jaziri,mohamed.jaziri@gmail.com,35034559,M,2023-06-08,Annual,Active,Nabeul Plage,1986
c6848f08,Yassine Bahri,yassine.bahri@gmail.com,93004108,M,2022-08-15,6-MONTH,Cancelled,Nabeul Plage,1979
040e226a,Nour Amri,nour.amri@gmail.com,95646739,F,2024-11-10,VIP,Active,Sfax Center,1983
8adb8940,Mourad Trabelsi,mourad.trabelsi@gmail.com,95222647,M,2023-11-20,6-Month,Cancelled,Sfax Center,2002
d36fbad2,Mourad Ayari,mourad.ayari@gmail.com,99209920,M,2024-02-13,Student,Active,Bizerte Port,1993
3424f653,Emna Bahri,emna.bahri@gmail.com,93086689,F,2022-11-10,Student,Active,Bizerte Port,1987
101292a5,Mariem Trabelsi,mariem.trabelsi@gmail.com,94999104,F,2024-04-30,6-Month,Active,Sousse Corniche,2000
0cfe4e4c,Yassine Ayari,yassine.ayari@gmail.com,22077372,M,2022-03-16,Monthly,Cancelled,Nabeul Plage,2001
1050f556,Zied Rezgui,zied.rezgui@gmail.com,98328505,M,2022-05-08,Student,Active,Sfax Center,1973
1a39849a,Skander Rezgui,skander.rezgui@gmail.com,78080930,M,2023-08-23,Monthly,Active,Nabeul Plage,1982
f7201646,Hela Saidi,hela.saidi@gmail.com,63434331,F,2023-03-20,Monthly,Active,Sfax Center,1979
468bec1e,Mohamed Mebarki,mohamed.mebarki@gmail.com,90170048,M,2024-01-12,6-Month,Active,Nabeul Plage,1972
92ffb827,Mourad Rezgui,mourad.rezgui@gmail.com,29543294,M,2023-10-23,STUDENT,Expired,Sfax Center,2002
a37ea741,Mourad Ferjani,mourad.ferjanigmail.com,92746698,M,2022-08-19,VIP,Active,Bizerte Port,1989
5342ed1c,Aziz Bouazizi,aziz.bouazizi@gmail.com,47430898,M,2024-02-03,6-Month,Active,Sousse Corniche,1985
ea847203,Hela Gharbi,hela.gharbi@gmail.com,97788583,U,2022-11-03,VIP,Active,Sfax Center,1998
e56fc482,Bilel Gharbi,bilel.gharbi@gmail.com,96363648,M,2022-09-30,6-Month,Cancelled,Tunis Lake,1994
3652761b,Yassine Abidi,yassine.abidi@gmail.com,95391160,M,2024-11-16,Student,Active,Nabeul Plage,1991
8bc8fb49,Jasser Trabelsi,jasser.trabelsi@gmail.com,91219521,M,2023-04-03,Student,Active,Bizerte Port,1971
b6a904ae,Nour Gharbi,nour.gharbi@gmail.com,99423355,F,2022-01-20,Monthly,Cancelled,Nabeul Plage,2001
2689fbf3,Siwar Sellami,siwar.sellami@gmail.com,87336012,F,2023-05-05,VIP,Active,Bizerte Port,1985
c92b5fce,Fatma Sellami,fatma.sellami@gmail.com,99341110,F,2024-04-08,Annual,Expired,Nabeul Plage,1999
c93c201d,Mourad Sellami,mourad.sellami@gmail.com,49618907,M,2023-12-31,6-Month,Active,Sfax Center,1977
540b3a9a,Skander Abidi,skander.abidi@gmail.com,32972332,M,2024-07-03,Annual,Active,Bizerte Port,1970
2df2b680,Zied Ayari,zied.ayari@gmail.com,41215524,M,2024-01-09,6-Month,Active,Bizerte Port,1991
f708018e,Ines Louati,ines.louati@gmail.com,88831724,F,2023-05-24,VIP,Active,Sousse Corniche,1977
c10e4645,Ines Sellami,ines.sellami@gmail.com,99618107,F,2023-12-10,Annual,Active,Tunis Lake,1979
1e6a4c61,Yassine Ferjani,yassine.ferjani@gmail.com,95577729,M,2023-11-29,Student,Active,Sfax Center,1984
e9f4c6f9,Mariem Ferjani,mariem.ferjani@gmail.com,79235114,F,2023-04-19,VIP,Active,Tunis Lake,1971
a668442a,Hela Ayari,hela.ayari@gmail.com,91719326,F,2024-12-18,Student,Active,Nabeul Plage,2000
7e8191e6,Mariem Mansouri,mariem.mansouri@gmail.com,20968110,F,2022-07-06,Student,Active,Nabeul Plage,1986
1fc1b91f,Khaled Ayari,khaled.ayarigmail.com,19026505,M,2022-03-27,VIP,Cancelled,Tunis Lake,1976
7c218dee,Youssef Mansouri,,81819311,M,2024-12-09,6-Month,Active,Sfax Center,1977
1d909838,Ali Trabelsi,ali.trabelsi@gmail.com,49788648,M,2023-12-09,MONTHLY,Active,Tunis Lake,1996
0e28dded,Ines Mebarki,ines.mebarki@gmail.com,52170173,F,2023-09-17,ANNUAL,Expired,Sousse Corniche,2001
dc8f8d45,Emna Bouazizi,emna.bouazizi@gmail.com,98725243,F,2024-03-21,VIP,Active,Sousse Corniche,2004
8d3abcec,Ahmed Mebarki,ahmed.mebarki@gmail.com,97178149,M,2022-06-27,6-Month,Active,Sousse Corniche,1970
20056d66,Karim Sellami,karim.sellami@gmail.com,52874290,M,2024-02-26,Monthly,Expired,Sfax Center,1984
cbd69211,Emna Khelifi,emna.khelifi@gmail.com,89371466,F,2022-01-12,Student,Active,Sfax Center,1981
3a9e7a3e,Khaled Trabelsi,khaled.trabelsigmail.com,49009256,M,2022-02-21,VIP,Active,Sousse Corniche,1993
38e62b00,Mohamed Abidi,mohamed.abidigmail.com,91974563,M,2023-04-29,Annual,Active,Tunis Lake,1997
9ae4ae19,Sami Amri,sami.amri@gmail.com,98048576,M,2024-08-04,Student,Expired,Sousse Corniche,1981
9652662b,Ali Mansouri,ali.mansouri@gmail.com,21206302,M,2023-12-26,VIP,Active,Sfax Center,2005
3f6ed9e5,Omar Abidi,,92281451,M,2022-04-13,6-Month,Cancelled,Sousse Corniche,1991
18b73fa5,Omar Dridi,omar.dridi@gmail.com,93592313,M,2024-05-03,VIP,Active,Sousse Corniche,1996
63dbe325,Hela Abidi,hela.abidi@gmail.com,98225048,F,2022-12-28,Monthly,Active,Sousse Corniche,1989
03623d7b,Yassine Mebarki,yassine.mebarkigmail.com,95432794,M,2024-02-03,Annual,Active,Sousse Corniche,2003
6eb0aee3,Nour Louati,nour.louati@gmail.com,99304277,F,2023-11-10,Student,Active,Tunis Lake,1984
c4b36280,Siwar Mansouri,siwar.mansourigmail.com,98879664,F,2022-05-22,6-Month,Expired,Bizerte Port,2004
54c61e24,Siwar Saidi,siwar.saidi@gmail.com,51289100,F,2024-03-30,6-Month,Active,Bizerte Port,1998
1c2caaa4,Skander Ferjani,skander.ferjani@gmail.com,96019344,M,2022-03-17,Annual,Expired,Sfax Center,1972
4ab1597a,Zied Mansouri,zied.mansouri@gmail.com,97313581,M,2022-06-11,Student,Cancelled,Sousse Corniche,1973
0684c2bd,Imen Sellami,imen.sellamigmail.com,92532139,F,2023-11-20,Annual,Active,Nabeul Plage,1989
f4af1d26,Ines Ben Ali,ines.ben.ali@gmail.com,48282366,F,2023-10-08,6-Month,Active,Sousse Corniche,1970
13136a95,Imen Amri,imen.amri@gmail.com,96055728,F,2023-09-26,Student,Active,Tunis Lake,1995
afc9f8fb,Mourad Mansouri,mourad.mansouri@gmail.com,90716094,M,2024-10-10,6-Month,Active,Sousse Corniche,1985
b4b59c6e,Malek Hammami,malek.hammami@gmail.com,96589223,M,2022-08-05,Student,Cancelled,Nabeul Plage,1997
99d3c53d,Skander Dridi,skander.dridi@gmail.com,97716985,M,2023-03-17,Monthly,Cancelled,Sousse Corniche,1988
93063d77,Walid Mebarki,walid.mebarki@gmail.com,96409590,M,2022-09-25,6-Month,Active,Bizerte Port,1973
35a12afe,Emna Ben Ali,emna.ben.ali@gmail.com,91457038,F,2023-01-30,Monthly,Active,Tunis Lake,2004
f7a04965,Imen Sellami,imen.sellami@gmail.com,33162607,F,2022-06-21,6-Month,Active,Sousse Corniche,1996
3a7895f8,Mourad Louati,mourad.louati@gmail.com,94963547,M,2024-01-18,Monthly,Active,Sousse Corniche,1981
c3ed93ee,Hedi Gharbi,hedi.gharbi@gmail.com,92031592,M,2024-08-15,Student,Expired,Nabeul Plage,1982
65f267d8,Sarra Amri,sarra.amri@gmail.com,94022495,F,2022-10-13,6-Month,Active,Sfax Center,1982
63281acb,Yassine Mebarki,yassine.mebarki@gmail.com,94602685,M,2024-04-20,Annual,Expired,Nabeul Plage,1980
14f3f8bd,Walid Louati,walid.louati@gmail.com,91569600,M,2023-05-14,6-Month,Cancelled,Sousse Corniche,1991
a1a26b9e,Mohamed Bahri,mohamed.bahri@gmail.com,92206122,M,2024-06-23,VIP,Active,Sousse Corniche,2005
43eb9d11,Jasser Gharbi,jasser.gharbi@gmail.com,93224802,M,2022-10-23,VIP,Active,Nabeul Plage,1991
c6016f31,Walid Jaziri,,96012794,M,2024-07-19,6-Month,Expired,Sfax Center,1987
0046a040,Malek Dridi,malek.dridi@gmail.com,99930678,M,2022-05-07,VIP,Cancelled,Sfax Center,1973
563ea2cc,Omar Sellami,omar.sellami@gmail.com,40780227,M,2022-02-27,Student,Active,Nabeul Plage,1977
3691d71b,Malek Ferjani,malek.ferjani@gmail.com,92553177,M,2023-10-19,Annual,Expired,Nabeul Plage,2000
7fb3dddc,Walid Gharbi,walid.gharbi@gmail.com,11726722,M,2023-02-27,Annual,Expired,Sousse Corniche,1975
cfccea51,Malek Mebarki,malek.mebarki@gmail.com,94573998,M,2024-04-18,STUDENT,Expired,Tunis Lake,1986
